urn:cts:greekLit:tlg0012.tlg001.omar:1.73	ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν:
urn:cts:greekLit:tlg0012.tlg001.omar:1.74	ὦ Ἀχιλεῦ κέλεαί με Διῒ φίλε μυθήσασθαι
urn:cts:greekLit:tlg0012.tlg001.omar:1.75	μῆνιν Ἀπόλλωνος ἑκατηβελέταο ἄνακτοσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.76	τοὶ γὰρ ἐγὼν ἐρέω: σὺ δὲ σύνθεο καί μοι ὄμοσσον
urn:cts:greekLit:tlg0012.tlg001.omar:1.77	ἦ μέν μοι πρόφρων ἔπεσιν καὶ χερσὶν ἀρήξειν:
urn:cts:greekLit:tlg0012.tlg001.omar:1.78	ἦ γὰρ ὀΐομαι ἄνδρα χολωσέμεν, ὃς μέγα πάντων
urn:cts:greekLit:tlg0012.tlg001.omar:1.79	Ἀργείων κρατέει καί οἱ πείθονται Ἀχαιοί:
urn:cts:greekLit:tlg0012.tlg001.omar:1.80	κρείσσων γὰρ βασιλεὺς ὅτε χώσεται ἀνδρὶ χέρηϊ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.81	εἴ περ γάρ τε χόλον γε καὶ αὐτῆμαρ καταπέψῃ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.82	ἀλλά τε καὶ μετόπισθεν ἔχει κότον, ὄφρα τελέσσῃ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.83	ἐν στήθεσσιν ἑοῖσι: σὺ δὲ φράσαι εἴ με σαώσεισ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.84	τὸν δ' ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.85	θαρσήσας μάλα εἰπὲ θεοπρόπιον ὅ τι οἶσθα:
urn:cts:greekLit:tlg0012.tlg001.omar:1.86	οὐ μὰ γὰρ Ἀπόλλωνα Διῒ φίλον, ᾧ τε σὺ Κάλχαν
urn:cts:greekLit:tlg0012.tlg001.omar:1.87	εὐχόμενος Δαναοῖσι θεοπροπίας ἀναφαίνεισ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.88	οὔ τις ἐμεῦ ζῶντος καὶ ἐπὶ χθονὶ δερκομένοιο
urn:cts:greekLit:tlg0012.tlg001.omar:1.89	σοὶ κοίλῃς παρὰ νηυσί βαρείας χεῖρας ἐποίσει
urn:cts:greekLit:tlg0012.tlg001.omar:1.90	συμπάντων Δαναῶν, οὐδ' ἢν Ἀγαμέμνονα εἴπῃσ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.91	ὃς νῦν πολλὸν ἄριστος Ἀχαιῶν εὔχεται εἶναι.
urn:cts:greekLit:tlg0012.tlg001.omar:1.92	καὶ τότε δὴ θάρσησε καὶ ηὔδα μάντις ἀμύμων:
urn:cts:greekLit:tlg0012.tlg001.omar:1.93	οὔ τ' ἄρ ὅ γ' εὐχωλῆς ἐπιμέμφεται οὐδ' ἑκατόμβησ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.94	ἀλλ' ἕνεκ' ἀρητῆρος ὃν ἠτίμησ' Ἀγαμέμνων,
urn:cts:greekLit:tlg0012.tlg001.omar:1.95	οὐδ' ἀπέλυσε θύγατρα καὶ οὐκ ἀπεδέξατ' ἄποινα,
urn:cts:greekLit:tlg0012.tlg001.omar:1.96	τοὔνεκ' ἄρ' ἄλγε' ἔδωκεν ἑκηβόλος ἠδ' ἔτι δώσει:
urn:cts:greekLit:tlg0012.tlg001.omar:1.97	οὐδ' ὅ γε πρὶν Δαναοῖσιν ἀεικέα λοιγὸν ἀπώσει
urn:cts:greekLit:tlg0012.tlg001.omar:1.98	πρίν γ' ἀπὸ πατρὶ φίλῳ δόμεναι ἑλικώπιδα κούρην
urn:cts:greekLit:tlg0012.tlg001.omar:1.99	ἀπριάτην ἀνάποινον, ἄγειν θ' ἱερὴν ἑκατόμβην
urn:cts:greekLit:tlg0012.tlg001.omar:1.100	ἐς Χρύσην: τότε κέν μιν ἱλασσάμενοι πεπίθοιμεν.
urn:cts:greekLit:tlg0012.tlg001.omar:1.101	ἤτοι ὅ γ' ὣς εἰπὼν κατ' ἄρ' ἕζετο: τοῖσι δ' ἀνέστη
urn:cts:greekLit:tlg0012.tlg001.omar:1.102	ἥρως Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων
urn:cts:greekLit:tlg0012.tlg001.omar:1.103	ἀχνύμενοσ: μένεος δὲ μέγα φρένες ἀμφιμέλαιναι
urn:cts:greekLit:tlg0012.tlg001.omar:1.104	πίμπλαντ', ὄσσε δέ οἱ πυρὶ λαμπετόωντι ἐΐκτην:
urn:cts:greekLit:tlg0012.tlg001.omar:1.105	Κάλχαντα πρώτιστα κάκ' ὀσσόμενος προσέειπε:
urn:cts:greekLit:tlg0012.tlg001.omar:1.106	μάντι κακῶν οὐ πώ ποτέ μοι τὸ κρήγυον εἶπασ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.107	αἰεί τοι τὰ κάκ' ἐστὶ φίλα φρεσὶ μαντεύεσθαι,
urn:cts:greekLit:tlg0012.tlg001.omar:1.108	ἐσθλὸν δ' οὔτέ τί πω εἶπας ἔπος οὔτ' ἐτέλεσσασ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.109	καὶ νῦν ἐν Δαναοῖσι θεοπροπέων ἀγορεύεισ
urn:cts:greekLit:tlg0012.tlg001.omar:1.110	ὡς δὴ τοῦδ' ἕνεκά σφιν ἑκηβόλος ἄλγεα τεύχει,
urn:cts:greekLit:tlg0012.tlg001.omar:1.111	οὕνεκ' ἐγὼ κούρης Χρυσηΐδος ἀγλά' ἄποινα
urn:cts:greekLit:tlg0012.tlg001.omar:1.112	οὐκ ἔθελον δέξασθαι, ἐπεὶ πολὺ βούλομαι αὐτὴν
urn:cts:greekLit:tlg0012.tlg001.omar:1.113	οἴκοι ἔχειν: καὶ γάρ ῥα Κλυταιμνήστρης προβέβουλα
urn:cts:greekLit:tlg0012.tlg001.omar:1.114	κουριδίης ἀλόχου, ἐπεὶ οὔ ἑθέν ἐστι χερείων,
urn:cts:greekLit:tlg0012.tlg001.omar:1.115	οὐ δέμας οὐδὲ φυήν, οὔτ' ἂρ φρένας οὔτέ τι ἔργα.
urn:cts:greekLit:tlg0012.tlg001.omar:1.116	ἀλλὰ καὶ ὧς ἐθέλω δόμεναι πάλιν εἰ τό γ' ἄμεινον:
urn:cts:greekLit:tlg0012.tlg001.omar:1.117	βούλομ' ἐγὼ λαὸν σῶν ἔμμεναι ἢ ἀπολέσθαι:
urn:cts:greekLit:tlg0012.tlg001.omar:1.118	αὐτὰρ ἐμοὶ γέρας αὐτίχ' ἑτοιμάσατ' ὄφρα μὴ οἶοσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.119	Ἀργείων ἀγέραστος ἔω, ἐπεὶ οὐδὲ ἔοικε:
urn:cts:greekLit:tlg0012.tlg001.omar:1.120	λεύσσετε γὰρ τό γε πάντες ὅ μοι γέρας ἔρχεται ἄλλῃ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.121	τὸν δ' ἠμείβετ' ἔπειτα ποδάρκης δῖος Ἀχιλλεύσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.122	Ἀτρεΐδη κύδιστε φιλοκτεανώτατε πάντων,
urn:cts:greekLit:tlg0012.tlg001.omar:1.123	πῶς γάρ τοι δώσουσι γέρας μεγάθυμοι Ἀχαιοί;
urn:cts:greekLit:tlg0012.tlg001.omar:1.124	οὐδέ τί που ἴδμεν ξυνήϊα κείμενα πολλά:
urn:cts:greekLit:tlg0012.tlg001.omar:1.125	ἀλλὰ τὰ μὲν πολίων ἐξεπράθομεν, τὰ δέδασται,
urn:cts:greekLit:tlg0012.tlg001.omar:1.126	λαοὺς δ' οὐκ ἐπέοικε παλίλλογα ταῦτ' ἐπαγείρειν.
urn:cts:greekLit:tlg0012.tlg001.omar:1.127	ἀλλὰ σὺ μὲν νῦν τήνδε θεῷ πρόεσ: αὐτὰρ Ἀχαιοὶ
urn:cts:greekLit:tlg0012.tlg001.omar:1.128	τριπλῇ τετραπλῇ τ' ἀποτείσομεν, αἴ κέ ποθι Ζεὺσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.129	δῷσι πόλιν Τροίην εὐτείχεον ἐξαλαπάξαι.
urn:cts:greekLit:tlg0012.tlg001.omar:1.130	τὸν δ' ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων:
urn:cts:greekLit:tlg0012.tlg001.omar:1.131	μὴ δ' οὕτως ἀγαθός περ ἐὼν θεοείκελ' Ἀχιλλεῦ
urn:cts:greekLit:tlg0012.tlg001.omar:1.132	κλέπτε νόῳ, ἐπεὶ οὐ παρελεύσεαι οὐδέ με πείσεισ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.133	ἦ ἐθέλεις ὄφρ' αὐτὸς ἔχῃς γέρασ, αὐτὰρ ἔμ' αὔτωσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.134	ἧσθαι δευόμενον, κέλεαι δέ με τήνδ' ἀποδοῦναι;
urn:cts:greekLit:tlg0012.tlg001.omar:1.135	ἀλλ' εἰ μὲν δώσουσι γέρας μεγάθυμοι Ἀχαιοὶ
urn:cts:greekLit:tlg0012.tlg001.omar:1.136	ἄρσαντες κατὰ θυμὸν ὅπως ἀντάξιον ἔσται:
urn:cts:greekLit:tlg0012.tlg001.omar:1.137	εἰ δέ κε μὴ δώωσιν ἐγὼ δέ κεν αὐτὸς ἕλωμαι
urn:cts:greekLit:tlg0012.tlg001.omar:1.138	ἢ τεὸν ἢ Αἴαντος ἰὼν γέρασ, ἢ Ὀδυσῆοσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.139	ἄξω ἑλών: ὃ δέ κεν κεχολώσεται ὅν κεν ἵκωμαι.
urn:cts:greekLit:tlg0012.tlg001.omar:1.140	ἀλλ' ἤτοι μὲν ταῦτα μεταφρασόμεσθα καὶ αὖτισ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.141	νῦν δ' ἄγε νῆα μέλαιναν ἐρύσσομεν εἰς ἅλα δῖαν,
urn:cts:greekLit:tlg0012.tlg001.omar:1.142	ἐν δ' ἐρέτας ἐπιτηδὲς ἀγείρομεν, ἐς δ' ἑκατόμβην
urn:cts:greekLit:tlg0012.tlg001.omar:1.143	θείομεν, ἂν δ' αὐτὴν Χρυσηΐδα καλλιπάρῃον
urn:cts:greekLit:tlg0012.tlg001.omar:1.144	βήσομεν: εἷς δέ τις ἀρχὸς ἀνὴρ βουληφόρος ἔστω,
urn:cts:greekLit:tlg0012.tlg001.omar:1.145	ἢ Αἴας ἢ Ἰδομενεὺς ἢ δῖος Ὀδυσσεὺσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.146	ἠὲ σὺ Πηλεΐδη πάντων ἐκπαγλότατ' ἀνδρῶν,
urn:cts:greekLit:tlg0012.tlg001.omar:1.147	ὄφρ' ἥμιν ἑκάεργον ἱλάσσεαι ἱερὰ ῥέξασ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.148	τὸν δ' ἄρ' ὑπόδρα ἰδὼν προσέφη πόδας ὠκὺς Ἀχιλλεύσ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.149	ὤ μοι ἀναιδείην ἐπιειμένε κερδαλεόφρον
urn:cts:greekLit:tlg0012.tlg001.omar:1.150	πῶς τίς τοι πρόφρων ἔπεσιν πείθηται Ἀχαιῶν
urn:cts:greekLit:tlg0012.tlg001.omar:1.151	ἢ ὁδὸν ἐλθέμεναι ἢ ἀνδράσιν ἶφι μάχεσθαι;
urn:cts:greekLit:tlg0012.tlg001.omar:1.152	οὐ γὰρ ἐγὼ Τρώων ἕνεκ' ἤλυθον αἰχμητάων
urn:cts:greekLit:tlg0012.tlg001.omar:1.153	δεῦρο μαχησόμενοσ, ἐπεὶ οὔ τί μοι αἴτιοί εἰσιν:
urn:cts:greekLit:tlg0012.tlg001.omar:1.154	οὐ γὰρ πώποτ' ἐμὰς βοῦς ἤλασαν οὐδὲ μὲν ἵππουσ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.155	οὐδέ ποτ' ἐν Φθίῃ ἐριβώλακι βωτιανείρῃ
urn:cts:greekLit:tlg0012.tlg001.omar:1.156	καρπὸν ἐδηλήσαντ', ἐπεὶ ἦ μάλα πολλὰ μεταξὺ
urn:cts:greekLit:tlg0012.tlg001.omar:1.157	οὔρεά τε σκιόεντα θάλασσά τε ἠχήεσσα:
urn:cts:greekLit:tlg0012.tlg001.omar:1.158	ἀλλὰ σοὶ ὦ μέγ' ἀναιδὲς ἅμ' ἑσπόμεθ' ὄφρα σὺ χαίρῃσ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.159	τιμὴν ἀρνύμενοι Μενελάῳ σοί τε κυνῶπα
urn:cts:greekLit:tlg0012.tlg001.omar:1.160	πρὸς Τρώων: τῶν οὔ τι μετατρέπῃ οὐδ' ἀλεγίζεισ:
urn:cts:greekLit:tlg0012.tlg001.omar:1.161	καὶ δή μοι γέρας αὐτὸς ἀφαιρήσεσθαι ἀπειλεῖσ,
urn:cts:greekLit:tlg0012.tlg001.omar:1.162	ᾧ ἔπι πολλὰ μόγησα, δόσαν δέ μοι υἷες Ἀχαιῶν.
urn:cts:greekLit:tlg0012.tlg001.omar:1.163	οὐ μὲν σοί ποτε ἶσον ἔχω γέρας ὁππότ' Ἀχαιοὶ
urn:cts:greekLit:tlg0012.tlg001.omar:1.164	Τρώων ἐκπέρσωσ' εὖ ναιόμενον πτολίεθρον:
urn:cts:greekLit:tlg0012.tlg001.omar:1.165	ἀλλὰ τὸ μὲν πλεῖον πολυάϊκος πολέμοιο
urn:cts:greekLit:tlg0012.tlg001.omar:1.166	χεῖρες ἐμαὶ διέπουσ': ἀτὰρ ἤν ποτε δασμὸς ἵκηται,
urn:cts:greekLit:tlg0012.tlg001.omar:1.167	σοὶ τὸ γέρας πολὺ μεῖζον, ἐγὼ δ' ὀλίγον τε φίλον τε
urn:cts:greekLit:tlg0012.tlg001.omar:1.168	ἔρχομ' ἔχων ἐπὶ νῆασ, ἐπεί κε κάμω πολεμίζων.
urn:cts:greekLit:tlg0012.tlg001.omar:1.169	νῦν δ' εἶμι Φθίην δ', ἐπεὶ ἦ πολὺ φέρτερόν ἐστιν
urn:cts:greekLit:tlg0012.tlg001.omar:1.170	οἴκαδ' ἴμεν σὺν νηυσὶ κορωνίσιν, οὐδέ σ' ὀΐω
urn:cts:greekLit:tlg0012.tlg001.omar:1.171	ἐνθάδ' ἄτιμος ἐὼν ἄφενος καὶ πλοῦτον ἀφύξειν.
urn:cts:greekLit:tlg0012.tlg001.omar:1.172	τὸν δ' ἠμείβετ' ἔπειτα ἄναξ ἀνδρῶν Ἀγαμέμνων:
urn:cts:greekLit:tlg0012.tlg001.omar:1.173	φεῦγε μάλ' εἴ τοι θυμὸς ἐπέσσυται, οὐδέ σ' ἔγωγε
urn:cts:greekLit:tlg0012.tlg001.omar:1.174	λίσσομαι εἵνεκ' ἐμεῖο μένειν: πάρ' ἔμοιγε καὶ ἄλλοι
urn:cts:greekLit:tlg0012.tlg001.omar:1.175	οἵ κέ με τιμήσουσι, μάλιστα δὲ μητίετα Ζεύσ.
urn:cts:greekLit:tlg0012.tlg001.omar:1.176	ἔχθιστος δέ μοί ἐσσι διοτρεφέων βασιλήων:
urn:cts:greekLit:tlg0012.tlg001.omar:1.177	αἰεὶ γάρ τοι ἔρις τε φίλη πόλεμοί τε μάχαι τε:
urn:cts:greekLit:tlg0012.tlg001.omar:1.178	εἰ μάλα καρτερός ἐσσι, θεός που σοὶ τό γ' ἔδωκεν:
urn:cts:greekLit:tlg0012.tlg001.omar:1.179	οἴκαδ' ἰὼν σὺν νηυσί τε σῇς καὶ σοῖς ἑτάροισι
urn:cts:greekLit:tlg0012.tlg001.omar:1.180	Μυρμιδόνεσσιν ἄνασσε, σέθεν δ' ἐγὼ οὐκ ἀλεγίζω,
urn:cts:greekLit:tlg0012.tlg001.omar:1.181	οὐδ' ὄθομαι κοτέοντοσ: ἀπειλήσω δέ τοι ὧδε:
urn:cts:greekLit:tlg0012.tlg001.omar:1.182	ὡς ἔμ' ἀφαιρεῖται Χρυσηΐδα Φοῖβος Ἀπόλλων,
urn:cts:greekLit:tlg0012.tlg001.omar:1.183	τὴν μὲν ἐγὼ σὺν νηΐ τ' ἐμῇ καὶ ἐμοῖς ἑτάροισι
urn:cts:greekLit:tlg0012.tlg001.omar:1.184	πέμψω, ἐγὼ δέ κ' ἄγω Βρισηΐδα καλλιπάρῃον
urn:cts:greekLit:tlg0012.tlg001.omar:1.185	αὐτὸς ἰὼν κλισίην δὲ τὸ σὸν γέρας ὄφρ' ἐῢ εἰδῇσ
urn:cts:greekLit:tlg0012.tlg001.omar:1.186	ὅσσον φέρτερός εἰμι σέθεν, στυγέῃ δὲ καὶ ἄλλοσ
